Accident_Index,Latitude,Longitude,Year,Month,Day,Hour,Speed_limit,Car_involved_in_accident,Motorcycle_involved_in_accident,Truck_involved_in_accident,Other_vehicle_involved_in_accident
200791NE25115,57.513681999999996,-4.2900279999999995,2007,10,26,18,70,1,1,0,0
200791NE26282,57.690027,-4.232019,2007,11,9,21,60,1,0,0,0
200791NE30103,57.596920999999995,-4.356681,2007,12,28,15,60,1,0,1,0
200791NJ08568,58.34216800000001,-5.157065,2007,6,24,14,60,0,1,0,0
200791NJ10640,58.02209499999999,-4.3771379999999995,2007,8,8,23,60,1,0,0,0
200791NJ13382,58.595335,-3.3987230000000004,2007,10,6,21,30,1,0,0,0
200791NJ13602,58.339185,-3.18173,2007,10,12,12,60,1,0,0,0
200791NL03882,60.26811800000001,-1.231416,2007,6,21,8,60,0,1,0,0
200791NL04248,60.120222,-1.215072,2007,7,9,19,60,0,1,0,0
200791NL06828,60.148272,-1.1619950000000001,2007,11,4,1,30,1,0,0,0
200791NL06870,60.321208,-1.2511700000000001,2007,11,7,7,60,1,0,0,0
200791NM01303,57.076836,-4.0701480000000005,2007,1,31,21,60,1,0,0,0
200791NM02351,57.578832999999996,-3.8997080000000004,2007,2,24,22,40,0,0,0,1
200791NM03575,56.960386,-4.2064580000000005,2007,3,24,18,60,1,0,0,1
200791NM05348,57.042463,-4.147691,2007,5,2,8,60,1,0,0,1
200791NM07226,57.108917000000005,-3.963937,2007,6,11,11,60,1,0,0,1
200791NM09105,57.099579000000006,-4.064152,2007,7,15,16,20,0,0,0,1
200791NM10945,57.316441000000005,-3.5913980000000003,2007,8,24,16,60,1,1,0,0
200791NM13628,57.306862,-3.6446059999999996,2007,10,23,16,60,0,1,0,0
200791NN03121,57.370443,-4.387042,2007,1,27,11,60,1,0,0,0
200791NN16720,57.437633999999996,-4.301436,2007,5,9,20,60,1,0,0,0
200791NN17719,57.224658999999996,-4.48116,2007,5,17,18,60,1,0,0,0
200791NN21912,57.464721999999995,-4.172574,2007,6,17,21,60,1,0,0,0
200791NN30882,57.482686,-4.204004,2007,8,25,1,40,1,0,0,0
200791NN38025,57.412608,-4.135685,2007,10,18,7,70,1,0,1,0
200791NN46678,57.070519,-4.785507,2007,12,30,4,60,1,0,0,0
200791NP00661,56.681098,-5.110886,2007,1,27,18,60,1,0,0,0
200791NP07155,56.730293,-5.226481,2007,9,2,8,60,1,1,0,0
200791NP08548,56.770001,-5.1714459999999995,2007,10,17,8,60,1,0,0,0
200791NP10341,56.74900699999999,-5.1979809999999995,2007,12,18,9,60,1,0,1,0
2007920700058,57.319697,-2.66911,2007,1,4,18,60,1,0,0,0
2007920700262,57.044433999999995,-2.1515880000000003,2007,1,20,19,70,1,0,0,0
2007920700327,57.556362,-3.651157,2007,1,26,20,60,1,0,0,0
2007920700339,57.150312,-2.095165,2007,1,27,2,30,1,0,0,0
2007920700370,57.337399,-2.1981439999999997,2007,1,26,19,60,1,0,0,0
2007920700558,57.616459,-3.588589,2007,2,10,17,60,1,0,0,0
2007920700739,57.061723,-2.439058,2007,2,25,10,60,1,0,0,0
2007920701005,57.64765,-3.380503,2007,3,17,4,60,1,0,0,0
2007920701232,56.925306000000006,-2.30389,2007,4,4,21,70,1,0,0,1
2007920701664,57.253668000000005,-2.1385240000000003,2007,5,19,9,60,1,1,0,0
2007920701696,57.138478000000006,-2.219716,2007,5,21,4,60,0,1,0,0
2007920701765,56.918313,-2.208894,2007,5,23,16,60,1,0,0,1
2007920701828,57.10332,-2.1850080000000003,2007,5,31,13,60,1,1,0,0
2007920701841,57.552073,-2.9273599999999997,2007,5,29,20,60,1,0,0,0
2007920702347,57.296314,-2.158431,2007,7,14,8,60,1,0,0,0
2007920702444,57.31445600000001,-3.31187,2007,7,21,16,60,1,0,0,0
2007920702481,57.681794,-2.130762,2007,7,27,18,60,1,0,0,0
2007920702543,56.96476,-2.207838,2007,7,9,17,60,1,0,0,0
2007920702665,57.495266,-2.678491,2007,8,8,19,60,1,0,0,0
2007920702679,57.10898,-2.1072759999999997,2007,8,15,14,60,1,0,1,0
2007920702742,57.239501000000004,-2.112128,2007,8,16,3,60,1,0,0,0
2007920702814,56.826176000000004,-2.645211,2007,8,16,15,60,1,0,0,0
2007920702828,57.550068,-2.4815080000000003,2007,8,25,1,60,1,0,0,0
2007920702857,57.62636800000001,-3.008789,2007,8,28,17,60,1,0,0,0
2007920702959,57.291723,-2.430843,2007,9,4,14,60,0,1,1,0
2007920703345,57.10149499999999,-2.293611,2007,10,6,3,60,1,0,0,0
2007920703363,57.54193000000001,-2.3631290000000003,2007,10,5,11,60,0,1,0,1
2007920703506,57.147707,-2.0958189999999997,2007,10,17,9,30,0,0,0,1
2007920703537,57.684238,-2.1103110000000003,2007,10,21,2,60,1,0,0,0
2007920703882,57.056189,-2.4286060000000003,2007,11,20,16,60,1,0,0,0
2007920703901,57.461569,-2.410336,2007,11,22,7,60,1,0,0,0
2007920703948,57.170588,-2.12548,2007,11,23,10,30,1,0,0,0
2007920704110,57.635226,-2.1637560000000002,2007,11,30,15,60,1,0,0,0
2007920704120,57.662009999999995,-2.004991,2007,12,2,17,60,1,0,0,0
2007920704483,57.562858,-2.61807,2007,12,30,10,60,1,0,0,0
2007930000271,56.778339,-2.599878,2007,11,9,7,70,1,0,0,0
2007930000383,56.480877,-2.957577,2007,11,30,12,50,1,0,0,0
2007930000538,56.41819399999999,-3.164142,2007,12,5,21,60,1,0,0,0
2007930000585,56.729972,-2.459698,2007,12,17,1,60,1,0,0,0
2007930000876,56.728942,-2.700255,2007,1,4,19,70,1,0,0,1
2007930001181,56.461321999999996,-3.0950279999999997,2007,1,15,0,70,1,0,0,0
2007930001223,56.772606999999994,-2.515523,2007,1,24,6,60,1,0,0,0
2007930001229,56.467282,-2.876242,2007,1,24,14,30,1,0,0,0
2007930001240,56.398904,-3.679132,2007,1,27,23,60,1,0,0,0
2007930001244,56.282478000000005,-3.729112,2007,1,29,7,70,1,0,0,0
2007930001597,56.694377,-3.729664,2007,3,2,19,60,1,0,0,0
2007930001599,56.605106000000006,-2.888553,2007,3,19,16,30,0,0,0,1
2007930001615,56.546859999999995,-2.941025,2007,3,20,11,70,0,0,1,0
2007930001617,56.511630000000004,-2.881328,2007,3,24,6,60,1,0,1,0
2007930001927,56.56085699999999,-3.58785,2007,4,1,22,60,1,0,0,0
2007930002204,56.373509,-3.5379480000000005,2007,5,14,11,70,1,0,0,1
2007930002206,56.611339,-3.067269,2007,5,11,13,60,1,0,0,0
2007930002394,56.27510600000001,-3.7421849999999997,2007,4,25,8,60,1,0,0,0
2007930002448,56.419259999999994,-3.23064,2007,5,2,13,70,1,0,0,0
2007930002536,56.54198,-2.944807,2007,6,8,19,70,1,0,0,0
2007930002682,56.666297,-2.994581,2007,6,24,17,40,1,0,0,0
2007930002755,56.702566000000004,-3.4154519999999997,2007,6,30,14,60,0,1,0,0
2007930003126,56.395526000000004,-3.440491,2007,7,24,12,30,0,0,1,0
2007930003475,56.55268,-2.595328,2007,8,18,23,30,1,0,0,1
2007930003525,56.36261,-3.743585,2007,8,22,15,60,1,0,0,0
2007930003568,56.169401,-3.315889,2007,8,25,22,60,1,0,0,0
2007930003585,56.525125,-3.3579449999999995,2007,8,27,13,60,0,1,1,0
2007930003664,56.736302,-2.472526,2007,9,5,8,40,1,0,1,0
2007930003880,56.695221999999994,-2.8363,2007,9,22,7,70,1,0,0,0
2007930004062,56.485307999999996,-3.499595,2007,10,12,4,60,0,0,1,0
2007940700202,56.206255000000006,-3.019396,2007,1,25,9,60,1,0,0,0
2007940700516,56.056065000000004,-3.454468,2007,3,2,8,30,1,0,0,0
2007940700605,56.166406,-3.08791,2007,3,13,22,60,1,0,0,0
2007940700850,56.102503000000006,-3.3533180000000002,2007,4,12,14,30,1,0,0,0
2007940701114,56.154566,-3.2203939999999998,2007,5,15,11,60,1,1,0,0
2007940701154,56.317707999999996,-3.036429,2007,5,19,20,30,0,1,0,0
2007940701638,56.32060799999999,-2.869647,2007,7,18,7,60,1,0,0,0
2007940701819,56.106832,-3.195086,2007,8,10,21,60,1,0,0,0
2007940702241,56.142601,-3.212773,2007,10,2,20,40,1,0,0,0
2007940702586,56.143715,-3.171766,2007,11,13,10,70,1,0,1,0
2007950000589,55.871687,-4.409502,2007,1,20,23,30,1,0,0,0
2007950000601,55.919923,-3.4924120000000003,2007,1,20,23,70,1,0,0,0
2007950001937,55.73631700000001,-3.304464,2007,3,4,13,60,1,0,0,0
2007950001968,55.906878000000006,-3.312264,2007,3,4,10,60,1,0,0,0
2007950002857,55.649081,-3.16871,2007,4,1,14,60,1,0,0,0
2007950003198,55.62849,-2.6819330000000003,2007,4,13,13,60,1,1,0,0
2007950003244,55.497101,-3.189849,2007,4,15,12,60,1,1,0,0
2007950003396,55.944805,-2.983535,2007,4,19,12,60,1,0,0,0
2007950004004,55.957221999999994,-3.185827,2007,5,7,17,30,1,0,0,0
2007950004209,55.416466,-3.502597,2007,5,14,10,60,1,0,0,0
2007950004341,55.884623,-3.127816,2007,5,18,20,40,1,0,0,0
2007950004369,55.868565000000004,-2.2663439999999997,2007,5,19,22,60,1,0,1,0
2007950004371,55.921836,-3.4678400000000003,2007,5,20,10,70,1,0,0,0
2007950004689,55.90491,-3.2509330000000003,2007,5,30,15,30,1,0,0,0
2007950004829,55.853776,-3.150086,2007,6,3,20,60,1,0,0,0
2007950004870,55.893985,-3.316306,2007,6,5,17,30,0,1,0,0
2007950005143,55.500627,-2.613233,2007,6,15,7,60,1,0,0,0
2007950005231,55.618364,-3.078716,2007,6,18,7,60,1,0,0,0
2007950005309,55.988105000000004,-2.591112,2007,6,20,19,70,1,0,0,0
2007950005340,55.870636,-3.191337,2007,6,21,12,60,1,0,0,0
2007950005647,55.656242000000006,-2.869005,2007,7,2,16,60,1,0,0,0
2007950005840,55.354313,-2.477696,2007,7,8,12,60,0,1,0,0
2007950005955,55.983513,-3.509768,2007,7,11,19,50,1,1,0,0
2007950006417,55.879773,-3.6859059999999997,2007,7,26,17,60,1,0,0,0
2007950006507,55.946836,-3.084147,2007,7,29,15,40,1,0,0,0
2007950007101,55.912152,-3.473554,2007,8,16,13,60,1,1,0,0
2007950007173,52.931869999999996,-2.342145,2007,8,19,6,70,1,0,0,0
2007950007233,55.88601800000001,-3.5384379999999998,2007,8,21,23,30,1,0,0,0
2007950007300,55.653835,-2.86625,2007,8,23,20,60,1,1,0,0
2007950007622,55.870425,-3.5277519999999996,2007,9,8,22,40,1,0,0,0
2007950007648,55.502883,-3.168017,2007,9,9,13,60,0,1,0,1
2007950007774,55.883756999999996,-3.4958199999999997,2007,9,9,3,70,1,0,0,0
2007950008626,55.902166,-3.4968489999999997,2007,10,20,18,30,1,0,0,0
2007950008963,55.79744399999999,-2.246718,2007,10,27,16,60,1,0,0,0
2007950009185,55.905809999999995,-3.572175,2007,10,31,6,70,1,0,0,0
2007950009314,55.705206999999994,-2.452846,2007,11,6,17,60,1,0,0,0
2007950009594,55.882573,-3.155094,2007,11,20,10,30,1,0,0,0
2007950009965,55.994938,-2.509614,2007,11,30,16,30,1,0,0,0
2007950010284,55.610780000000005,-2.75989,2007,12,10,19,60,1,0,0,0
2007950010736,55.948404000000004,-2.3833029999999997,2007,12,23,16,60,1,0,0,0
2007950010748,55.965703000000005,-3.191533,2007,12,24,11,30,1,1,0,0
2007960700737,56.10970699999999,-3.961468,2007,3,11,23,70,1,0,1,0
2007960701428,56.011255000000006,-3.611104,2007,5,24,13,30,1,0,0,1
2007960701906,56.001371999999996,-3.918607,2007,7,15,11,70,1,0,0,0
2007960702083,56.295773,-4.293578,2007,8,4,10,60,1,1,0,0
2007960702215,56.137094999999995,-3.87016,2007,8,9,18,60,1,0,0,0
2007960702481,56.005929,-4.355613,2007,9,14,6,60,1,0,0,0
2007960702727,56.109926,-3.7110730000000003,2007,10,8,20,60,1,0,0,0
2007960702913,56.253678,-4.280888,2007,10,27,16,60,1,1,0,0
200797AB70208,55.861093000000004,-4.237525,2007,8,18,19,30,1,0,0,1
200797AD70103,55.889607,-4.337843,2007,3,1,12,30,1,0,0,0
200797AE04712,55.88893100000001,-4.354435,2007,12,17,10,30,1,0,0,0
200797BA70310,55.86062,-4.137779,2007,10,6,23,40,1,0,0,0
200797BC70611,55.884285999999996,-4.227347,2007,11,23,10,30,1,0,0,0
200797BD02912,55.85029399999999,-4.152709,2007,12,17,17,30,1,0,0,0
200797CA70102,55.900902,-4.372278,2007,2,19,18,30,0,0,0,1
200797CA70110,55.889526000000004,-4.323125,2007,10,15,10,30,0,0,1,0
200797CB01505,55.884997999999996,-4.2622480000000005,2007,5,29,14,30,0,0,0,1
200797CD03001,55.929439,-4.341683,2007,1,16,13,40,1,0,0,0
200797CD70101,55.938371999999994,-4.218441,2007,1,23,8,30,0,0,1,0
200797CD70107,55.933268999999996,-4.352962000000001,2007,7,24,15,40,0,1,0,0
200797EB70103,55.862815000000005,-4.1816889999999995,2007,3,20,10,30,0,0,1,0
200797GA02611,55.841227,-4.310658,2007,11,18,18,30,1,0,0,0
200797GA70306,55.850744999999996,-4.349089,2007,6,4,14,30,1,0,0,1
200797GA70402,55.843970999999996,-4.346124,2007,2,10,18,30,1,0,0,0
200797GC00102,55.739548,-4.278357,2007,2,1,18,30,1,0,0,0
200797GC04411,55.799229000000004,-4.396407,2007,11,30,22,30,1,0,0,0
200797GC70108,55.765130000000006,-4.356371,2007,8,5,18,40,1,0,0,0
200797GC70512,55.803953,-4.294885,2007,12,24,22,30,1,0,0,0
200797GD70111,55.81179300000001,-4.245069,2007,11,9,21,30,1,0,0,0
200797KA00207,55.84979499999999,-4.4303550000000005,2007,7,2,14,30,0,0,0,1
200797KA70312,55.83953,-4.462937999999999,2007,12,17,0,30,1,0,0,0
200797KA70404,55.81884,-4.418526,2007,4,21,13,30,1,0,0,0
200797KA70601,55.859473,-4.454452,2007,1,22,0,70,1,0,0,0
200797KB70210,55.837571,-4.479904,2007,10,20,12,30,1,0,0,0
200797KB70211,55.793769999999995,-4.598694,2007,11,3,0,60,1,0,0,0
200797KC05710,55.943778,-4.756253,2007,10,31,18,30,1,0,0,0
200797KC70103,55.944247999999995,-4.807062999999999,2007,3,2,15,30,1,0,0,0
200797KC70109,55.930246,-4.6436910000000005,2007,9,1,11,70,1,1,0,0
200797LA70206,55.997411,-4.58765,2007,6,6,10,30,1,1,0,0
200797LA70207,56.288562,-4.708303,2007,7,15,17,60,1,1,0,0
200797LA70409,56.324943000000005,-4.721557,2007,9,9,15,60,1,0,0,0
200797LA70602,56.168,-4.672418,2007,2,28,15,60,1,0,0,0
200797LB70102,56.476611,-5.398055,2007,2,7,18,60,1,0,0,0
200797LB70103,55.556253000000005,-5.706919,2007,3,2,19,60,1,0,1,0
200797LB70403,55.936068999999996,-5.428221,2007,3,13,20,60,1,0,0,1
200797LB70412,56.004321,-4.963349,2007,12,11,20,60,1,0,0,1
200797LB70507,56.58723199999999,-5.373444,2007,7,9,8,60,1,0,1,0
200797LB70705,55.911125,-5.125889,2007,5,19,22,60,1,0,0,0
200797LB71108,56.269325,-4.933095,2007,8,27,10,60,1,1,0,0
200797LB71109,56.234141,-5.046126,2007,9,10,16,60,1,1,0,0
200797LB71208,56.084617,-5.2955760000000005,2007,8,28,13,60,0,1,0,0
200797LB71210,56.252053000000004,-4.937425,2007,10,27,16,60,1,0,0,0
200797LC70204,55.929665,-4.472658,2007,4,22,9,70,1,0,0,0
200797NA70201,55.851321999999996,-4.071925,2007,1,10,19,30,1,0,0,0
200797NA70207,55.883254,-3.8321910000000003,2007,7,10,15,60,0,1,1,0
200797NA70405,55.880812,-4.076533,2007,5,10,14,60,1,0,0,0
200797NA70605,55.848392000000004,-4.021128,2007,5,19,0,30,0,0,0,1
200797NC04306,55.952243,-3.979284,2007,6,26,15,30,1,0,0,0
200797NC70108,55.938203,-4.013794,2007,8,8,15,70,0,1,0,0
200797NC70309,55.980385999999996,-4.006208999999999,2007,9,21,9,60,1,0,1,0
200797NC70510,55.964296,-3.97301,2007,10,29,15,70,1,0,0,0
200797NE70211,55.838001,-3.792852,2007,11,7,20,60,1,0,1,0
200797NE71012,55.858987,-3.7772010000000003,2007,12,29,12,70,1,0,0,0
200797QA70102,55.669639000000004,-4.090616000000001,2007,2,3,16,60,1,0,0,0
200797QA70110,55.742222999999996,-4.195665,2007,10,20,23,30,0,0,0,1
200797QB04902,55.758262,-4.111295,2007,2,15,13,60,1,0,0,0
200797QB08307,55.778625,-4.0872,2007,7,27,16,30,1,0,0,0
200797QB71210,55.74470600000001,-4.035838,2007,10,29,13,60,1,0,0,0
200797QC70106,55.673551,-3.7799150000000004,2007,6,4,9,30,0,0,1,0
200797QC70109,55.554914000000004,-3.632015,2007,9,4,19,60,1,0,0,0
200797QC70210,55.692856000000006,-3.705058,2007,10,7,1,60,1,0,0,0
200797QC70309,55.710038,-3.4213699999999996,2007,9,6,13,40,1,0,1,0
200797QC70801,55.632604,-3.50927,2007,1,7,9,60,1,0,0,0
200797QC70906,55.608048,-3.887288,2007,6,30,21,60,1,0,0,0
200797QC71601,55.629012,-3.8798760000000003,2007,1,21,17,30,1,0,0,0
200797UA70104,55.446429,-5.143109,2007,4,3,8,60,1,0,0,0
200797UA70211,55.753687,-4.747128,2007,11,4,21,60,1,0,0,1
200797UA70212,55.577518000000005,-5.153265,2007,12,17,11,30,1,0,0,0
200797UA70301,55.735439,-4.551323,2007,1,21,10,60,1,0,0,0
200797UA70307,55.640625,-4.6811940000000005,2007,7,29,16,70,1,0,0,0
200797UA70501,55.750057,-4.625428,2007,1,27,16,50,1,0,0,0
200797UC70108,55.439974,-4.259163,2007,8,1,20,60,1,0,1,0
200797UC70207,55.577968999999996,-4.431457,2007,7,12,14,60,1,0,0,1
200797UC70408,55.63109,-4.4674760000000004,2007,8,16,10,70,1,0,1,0
200797UC70501,55.594662,-4.490903,2007,1,13,11,30,1,0,0,0
200797UC70808,55.510277,-4.400037,2007,8,31,15,60,1,0,1,0
200797UC71006,55.567873999999996,-4.419253,2007,6,26,7,60,1,1,0,0
200797UD70104,55.331361,-4.767489,2007,4,3,15,60,0,1,0,0
200797UD70109,55.477691,-4.612979,2007,9,8,15,30,0,0,1,1
200797UD70112,55.466136,-4.627878,2007,12,4,16,30,1,0,0,0
200797UD70307,55.48228,-4.5488599999999995,2007,7,29,13,60,1,0,0,0
200797UD70511,55.485257,-4.616487,2007,11,18,13,30,1,0,0,0
200797UD70601,55.52844399999999,-4.5849660000000005,2007,1,26,22,70,1,0,0,0
200797UD70908,55.255841000000004,-4.845968,2007,8,23,20,60,0,1,0,0
200797UD71104,55.467631999999995,-4.540003,2007,4,23,19,60,1,0,0,0
2007981101807,54.94526,-4.4753989999999995,2007,1,21,22,60,1,0,0,0
2007982107207,54.857402,-4.131268,2007,4,12,14,60,1,0,0,0
2007982110107,55.080659999999995,-4.13733,2007,5,20,10,60,0,1,0,0
2007982114207,54.879978,-4.057474,2007,7,7,12,60,1,0,0,0
2007982119207,54.867901,-4.157693,2007,10,1,8,60,1,0,0,0
2007983110007,55.151286999999996,-3.7054199999999997,2007,2,22,20,60,1,0,1,0
2007983126907,55.312934,-3.7957120000000004,2007,5,29,7,60,1,0,1,0
2007983144607,55.047214000000004,-3.456025,2007,9,1,0,60,0,0,1,1
2007983163707,55.117082999999994,-3.6636629999999997,2007,12,7,9,60,1,0,1,0
2007984126207,55.116806999999994,-3.3599300000000003,2007,7,3,10,60,1,0,1,0
2007984154407,55.087424,-3.318665,2007,12,17,13,70,0,0,1,0
200801BS70312,51.501308,-0.16114900000000001,2008,1,12,0,30,1,0,0,0
200801BS72948,51.505994,-0.214133,2008,5,7,16,30,1,0,0,0
200801BS73318,51.487797,-0.188629,2008,6,16,16,30,1,1,0,0
200801BS76443,51.489715999999994,-0.19056900000000002,2008,12,3,14,30,0,0,1,0
200801CP00222,51.510836,-0.093319,2008,9,18,7,30,0,0,1,1
200801CP00295,51.518081,-0.0799,2008,11,28,19,30,0,0,1,0
200801CW69330,51.501769,-0.167614,2008,1,9,16,30,0,1,0,1
200801CW69540,51.513222999999996,-0.158219,2008,2,21,22,30,0,0,0,1
200801CW69546,51.515823,-0.174978,2008,2,6,0,30,0,0,0,1
200801CW69603,51.512453,-0.149315,2008,2,6,23,30,0,0,0,1
200801CW69819,51.503803000000005,-0.148224,2008,2,20,13,30,1,0,0,0
200801CW70092,51.505983,-0.126953,2008,3,27,8,30,0,1,0,1
200801CW70119,51.521553999999995,-0.161919,2008,3,6,0,30,1,0,0,1
200801CW70260,51.492670000000004,-0.138015,2008,2,14,17,30,0,1,0,0
200801CW73237,51.532253999999995,-0.19075699999999998,2008,6,11,14,30,1,0,0,0
200801CW73264,51.510315000000006,-0.185141,2008,6,6,10,30,1,1,0,0
200801CW73304,51.514176,-0.16164,2008,6,9,21,30,0,0,0,1
200801CW73535,51.502418,-0.145975,2008,6,20,23,30,0,1,0,0
200801CW73661,51.51482,-0.14547100000000002,2008,7,25,13,30,0,0,0,1
200801CW73971,51.502874,-0.12376600000000001,2008,7,29,17,30,0,1,0,0
200801CW74069,51.526027,-0.195185,2008,7,13,20,30,1,1,0,0
200801CW74123,51.517694,-0.168128,2008,7,19,12,30,0,1,0,1
200801CW75683,51.512082,-0.131603,2008,10,10,14,30,0,0,1,0
200801CW75922,51.496912,-0.138995,2008,11,28,17,30,0,0,0,1
200801CW75984,51.515622,-0.179454,2008,11,29,17,30,0,0,0,1
200801CW76165,51.537364000000004,-0.183921,2008,11,7,20,30,1,0,0,0
200801EK69535,51.536714,-0.14241800000000002,2008,2,22,7,30,0,1,1,0
200801EK73627,51.52424,-0.115824,2008,7,14,8,30,0,1,1,0
200801EK74772,51.518931,-0.121233,2008,9,24,6,30,0,0,1,1
200801EK76346,51.525565,-0.125573,2008,12,16,21,30,1,0,0,0
200801FH74416,51.494333000000005,-0.233893,2008,8,16,20,30,1,0,0,0
200801FH74533,51.515498,-0.22413899999999998,2008,8,9,2,50,0,1,0,0
200801FH76275,51.501349,-0.23996199999999998,2008,11,29,6,30,0,1,0,0
200801GD69696,51.563779,-0.058928999999999995,2008,2,22,6,30,1,0,0,0
200801GD72020,51.540865000000004,-0.07634500000000001,2008,4,21,8,30,0,0,1,1
200801GD73072,51.56545,-0.072999,2008,6,23,7,30,0,0,1,1
200801GD74214,51.545423,-0.031298,2008,8,28,10,40,0,1,0,0
200801GD74372,51.54607,-0.075693,2008,8,15,6,30,1,1,0,0
200801GD74917,51.534574,-0.07661,2008,9,2,18,30,0,0,0,1
200801HT70136,51.526462,-0.064554,2008,3,30,3,30,1,0,0,1
200801HT70270,51.521508000000004,-0.047754000000000005,2008,2,8,13,30,1,0,0,0
200801HT73431,51.527885999999995,-0.020521,2008,5,26,3,30,0,0,0,1
200801HT74451,51.510544,-0.026749000000000002,2008,8,22,17,30,1,1,0,1
200801HT75304,51.49058,-0.021417,2008,10,25,0,30,1,0,0,0
200801HT75668,51.522905,-0.03991,2008,10,17,11,30,0,0,1,0
200801HT75755,51.524667,-0.059296,2008,11,6,18,20,1,0,0,0
200801HT76420,51.526072,-0.062696,2008,12,25,3,20,0,1,0,1
200801ID73453,51.481142999999996,-0.45230299999999996,2008,6,28,22,30,0,0,0,1
200801ID76545,51.462576,-0.46963,2008,12,5,8,20,0,0,1,0
200801JC69268,51.569033000000005,-0.028835000000000003,2008,1,10,19,30,1,0,0,0
200801JC74184,51.617393,-0.027607,2008,8,28,20,30,1,1,0,0
200801JC74882,51.605537,-0.00718,2008,9,18,15,30,1,0,0,0
200801JC75685,51.620587,0.027717000000000002,2008,10,20,18,30,0,1,0,1
200801JI69263,51.571975,0.020213,2008,1,21,8,40,1,1,1,0
200801JI69323,51.602746999999994,0.019268,2008,1,8,18,30,1,0,0,0
200801JI72863,51.603178,0.046292,2008,5,17,17,30,1,0,0,1
200801JI76414,51.598721000000005,0.054322,2008,12,27,12,30,0,1,0,0
200801JI76718,51.574467999999996,0.088443,2008,12,9,7,40,0,0,1,0
200801KD70344,51.608394,0.261873,2008,2,24,0,70,1,0,0,0
200801KD73528,51.608531,0.264046,2008,6,27,6,70,1,0,1,0
200801KD74504,51.595286,0.19436900000000001,2008,8,21,19,50,0,1,0,0
200801KD75184,51.539516,0.08165,2008,10,15,19,30,0,0,0,1
200801KD76614,51.568413,0.15959500000000001,2008,12,21,1,30,1,0,0,0
200801KG69556,51.5721,0.139999,2008,2,25,17,30,1,1,0,0
200801KG72215,51.542842,0.161269,2008,4,8,12,30,0,1,0,0
200801KG72364,51.581084999999995,0.140421,2008,4,5,8,50,1,0,0,0
200801KG73974,51.544198,0.12643,2008,7,20,19,30,0,1,0,0
200801KG74595,51.526396999999996,0.126177,2008,8,31,2,30,1,0,0,0
200801KG75383,51.543357,0.088172,2008,10,3,13,30,1,0,0,0
200801KG76670,51.556991,0.159631,2008,12,24,17,30,1,0,0,1
200801LX69635,51.425108,-0.113864,2008,2,11,9,30,1,0,1,0
200801LX72241,51.427582,-0.133614,2008,4,15,8,30,0,0,1,1
200801LX72247,51.461108,-0.115691,2008,4,22,17,30,0,0,0,1
200801LX73543,51.46119,-0.143328,2008,6,4,14,30,0,1,0,1
200801LX73547,51.447879,-0.131923,2008,6,7,14,30,1,0,0,0
200801LX74176,51.482555,-0.124025,2008,8,26,2,30,0,0,0,1
200801LX74230,51.437757,-0.100825,2008,8,30,20,30,1,1,0,0
200801LX74594,51.455991,-0.144402,2008,8,13,14,30,1,0,0,0
200801LX76218,51.451186,-0.130636,2008,11,2,13,30,1,0,0,1
200801LX76436,51.425557,-0.130676,2008,12,13,17,30,0,0,0,1
200801MD69592,51.504626,-0.093002,2008,2,27,14,30,1,1,0,0
200801MD70483,51.488044,-0.057971,2008,3,18,9,30,0,0,1,1
200801MD70496,51.497228,-0.10815,2008,3,14,9,30,0,0,0,1
200801MD72782,51.499808,-0.078795,2008,5,20,9,30,0,0,0,1
200801MD74030,51.497226,-0.080344,2008,7,30,16,30,0,1,1,0
200801MD74978,51.484233,-0.066775,2008,9,8,17,30,0,1,0,0
200801MD75094,51.491758000000004,-0.098005,2008,9,20,17,30,1,0,0,0
200801MD75694,51.478028,-0.09425599999999999,2008,10,13,18,30,0,1,0,0
200801NI70336,51.546949,-0.09094400000000001,2008,3,30,13,30,1,1,0,0
200801NI73026,51.572874,-0.120452,2008,5,1,1,30,1,1,0,0
200801NI74987,51.549110999999996,-0.107874,2008,9,8,17,30,0,0,0,1
200801NI75812,51.53432,-0.105171,2008,11,25,12,30,0,0,1,0
200801PL69773,51.427052,-0.024451,2008,2,4,8,30,0,1,0,0
200801PL73429,51.435789,-0.041339999999999995,2008,6,23,22,30,1,0,0,0
200801PL73486,51.488364000000004,-0.039375,2008,6,18,14,30,1,1,0,0
200801PY69103,51.36164,0.10144199999999999,2008,1,4,11,30,1,0,0,0
200801PY69155,51.426788,0.053649,2008,1,31,15,30,1,0,0,0
200801PY69288,51.407558,-0.025723000000000003,2008,1,25,20,30,1,0,0,0
200801PY69774,51.38867,0.063153,2008,2,10,1,30,1,0,0,0
200801PY69887,51.333366999999996,-0.015130000000000001,2008,2,28,23,40,1,0,0,0
200801PY70329,51.383641,0.07801699999999999,2008,3,27,15,30,1,0,0,0
200801PY72996,51.41519,-0.024963,2008,5,31,8,30,1,0,0,0
200801PY73303,51.365561,0.021745,2008,6,17,23,40,1,0,0,0
200801PY74442,51.398491,0.031248,2008,8,23,20,30,1,0,0,0
200801PY75152,51.399834999999996,0.09284099999999999,2008,9,18,20,30,1,0,0,1
200801PY75382,51.375625,-0.014596000000000001,2008,10,13,7,30,0,0,0,1
200801PY76137,51.408448,0.148597,2008,11,7,3,70,1,0,0,0
